Landon,Collins,S,10.72
Jonathan,Stewart,RB,10.65
NaVorro,Bowman,LB,10.63
Danny,Woodhead,RB,10.55
Brandin,Cooks,WR,10.52
Eric,Decker,WR,10.47
Jeremy,Hill,RB,10.35
Isaiah,Crowell,RB,10.32
Ryan,Mathews,RB,10.12
Matt,Barkley,QB,10.12
Kwon,Alexander,LB,10.09
Josh,McCown,QB,10.02
Dez,Bryant,WR,10
Doug,Baldwin,WR,9.98
Tyreek,Hill,WR,9.75
Todd,Gurley,RB,9.7
Matt,Jones,RB,9.61
Ryan,Fitzpatrick,QB,9.53
Zach,Brown,LB,9.5
Bobby,Wagner,LB,9.47
Paxton,Lynch,QB,9.46
Jacoby,Brissett,QB,9.43
Michael,Crabtree,WR,9.39
Charlie,Whitehurst,QB,9.38
Jay,Cutler,QB,9.35
Nick,Foles,QB,9.33
Amari,Cooper,WR,9.33
Terrell,Watson,RB,9.3
Alec,Ogletree,LB,9.25
Tyrell,Williams,WR,9.24
Josh,Brown,K,9.2
Adam,Vinatieri,K,9.19
Cameron,Artis-Payne,RB,9.17
Rishard,Matthews,WR,9.16
Caleb,Sturgis,K,9.13
DeAngelo,Williams,RB,9.12
Deion,Jones,LB,9.1
Dustin,Hopkins,K,9.06
Ryan,Shazier,LB,9.04
Jerrell,Freeman,LB,9
Rob,Gronkowski,TE,9
Wil,Lutz,K,8.94
Doug,Martin,RB,8.94
Reshad,Jones,S,8.92
Matt,Prater,K,8.88
Kai,Forbath,K,8.86
Zachary,Orr,LB,8.77
Jason,Pierre-Paul,DE,8.75
Andre,Williams,RB,8.7
Bilal,Powell,RB,8.69
Sebastian,Janikowski,K,8.69
Tyler,Eifert,TE,8.68
Travis,Kelce,TE,8.63
Dan,Bailey,K,8.63
Nick,Novak,K,8.63
Jarvis,Landry,WR,8.58
Terrance,West,RB,8.56
Jordan,Reed,TE,8.55
Larry,Fitzgerald,WR,8.55
Kenny,Britt,WR,8.55
Keanu,Neal,S,8.54
Terrelle,Pryor ,WR,8.53
Demaryius,Thomas,WR,8.52
Eric,Kendricks,LB,8.47
Steven,Hauschka,K,8.44
Stephen,Gostkowski,K,8.44
Stefon,Diggs,WR,8.41
Kelvin,Benjamin,WR,8.38
Graham,Gano,K,8.38
Tahir,Whitehead,LB,8.37
Emmanuel,Sanders,WR,8.35
Cody,Kessler,QB,8.33
Giovani,Bernard,RB,8.33
Telvin,Smith,LB,8.31
DeSean,Jackson,WR,8.3
Julian,Edelman,WR,8.27
Golden,Tate,WR,8.26
Cairo,Santos,K,8.25
Christian,Kirksey,LB,8.22
Delanie,Walker,TE,8.21
Jason,Myers,K,8.19
Sio,Moore,LB,8.19
Mike,Wallace,WR,8.18
Jatavis,Brown,LB,8.17
Jamie,Collins,LB,8.17
Brandon,McManus,K,8.16
Jamison,Crowder,WR,8.16
Stee,Smith ,WR,8.14
Cameron,Meredith,WR,8.11
Taylor,Gabriel,WR,8.08
Donte,Moncrief,WR,8.07
Sean,Lee,LB,8.07
Thomas,Davis,LB,8.06
Rob,Kelley,RB,8.04
Mark,Barron,LB,8.03
Paul,Posluszny,LB,8.03
Willie,Snead,WR,7.97
Greg,Olsen,TE,7.96
Rashad,Jennings,RB,7.95
Kenny,Stills,WR,7.91
Khalil,Mack,DE,7.91
Allen,Robinson,WR,7.89
Adam,Thielen,WR,7.89
Benardrick,McKinney,LB,7.88
Kyle,Rudolph,TE,7.88
Von,Miller,LB,7.84
Alshon,Jeffery,WR,7.84
Kurt,Coleman,S,7.83
Marin,Jones ,WR,7.82
Johnathan,Cyprien,S,7.81
T.J.,Ward,S,7.79
Jacquizz,Rodgers,RB,7.78
Mike,Gillislee,RB,7.78
Jimmy,Graham,TE,7.77
Eddie,Lacy,RB,7.76
Mason,Crosby,K,7.75
K.J.,Wright,LB,7.75
Brent,Grimes,CB,7.69
Jahleel,Addae,S,7.69
Christine,Michael,RB,7.67
Kiko,Alonso,LB,7.67
Lawrence,Timmons,LB,7.66
Pierre,Garcon,WR,7.63
Josh,Lambo,K,7.63
Daid,Bruton ,S,7.63
Brandon,LaFell,WR,7.63
Danny,Trevathan,LB,7.61
Cameron,Brate,TE,7.6
Jared,Goff,QB,7.59
Kenny,Vaccaro,S,7.59
Lavonte,David,LB,7.56
Zach,Ertz,TE,7.54
Derrick,Johnson,LB,7.54
Bashaud,Breeland,CB,7.54
Casey,Hayward,CB,7.53
Barry,Church,S,7.5
Justin,Houston,LB,7.5
Morgan,Burnett,S,7.5
Brandon,Flowers,CB,7.5
DeAndre,Hopkins,WR,7.46
Sterling,Shepard,WR,7.46
Greg,Salas,WR,7.45
Ryan,Succop,K,7.44
Darren,Sproles,RB,7.43
Kam,Chancellor,S,7.42
Lorenzo,Alexander,LB,7.41
Dominique,Rodgers-Cromartie,CB,7.4
Clayton,Geathers,S,7.39
Byron,Maxwell,CB,7.38
C.J.,Mosley,LB,7.36
Mason,Foster,LB,7.34
Marquess,Wilson,WR,7.33
C.J.,Prosise,RB,7.33
Ramik,Wilson,LB,7.32
Logan,Ryan,CB,7.31
Malcolm,Smith,LB,7.3
Zach,Miller,TE,7.26
Ray-Ray,Armstrong,LB,7.25
ic,Beasley ,LB,7.25
Marqise,Lee,WR,7.21
Jimmie,Ward,S,7.18
Antoine,Bethea,S,7.16
Eric,Berry,S,7.16
Mike,Nugent,K,7.15
Chris,Boswell,K,7.13
Cole,Beasley,WR,7.13
Eric,Reid,S,7.1
Preston,Brown,LB,7.09
Xavien,Howard,CB,7.07
Martellus,Bennett,TE,7.07
Marcus,Cooper,CB,7.07
Craig,Robertson,LB,7.07
Eric,Weddle,S,7.03
Josh,Norman,CB,7.03
Jordan,Matthews,WR,7.03
Jerick,McKinnon,RB,7.03
J.J.,Nelson,WR,7.01
Tony,Jefferson,S,7
Chandler,Catanzaro,K,7
Devontae,Booker,RB,6.98
Jordan,Hicks,LB,6.97
Thomas,Rawls,RB,6.94
Bradley,McDougald,S,6.94
Jalen,Collins,CB,6.94
Quincy,Enunwa,WR,6.93
Sammy,Watkins,WR,6.88
Randy,Bullock,K,6.8
Deshawn,Shead,CB,6.8
Randall,Cobb,WR,6.79
Chris,Ivory,RB,6.77
Antonio,Gates,TE,6.77
Nick,Folk,K,6.75
Marcus,Peters,CB,6.73
Malcolm,Butler,CB,6.72
Nigel,Bradham,LB,6.72
Xavier,Rhodes,CB,6.71
Karlos,Dansby,LB,6.66
Anquan,Boldin,WR,6.65
Jason,McCourty,CB,6.64
Earl,Thomas,S,6.64
Quintin,Demps,S,6.58
Ted,Ginn ,WR,6.56
Dontrelle,Inman,WR,6.56
DeVante,Parker,WR,6.56
Tim,Hightower,RB,6.55
Will,Compton,LB,6.53
David,Amerson,CB,6.53
Robert,Alford,CB,6.53
Deone,Bucannon,LB,6.5
Janoris,Jenkins,CB,6.5
Ha,Ha Clinton-Dix,S,6.47
Brandon,Marshall,WR,6.45
Jalen,Ramsey,CB,6.44
Ty,Montgomery,RB,6.43
Harrison,Smith,S,6.43
Perrish,Cox,CB,6.41
Rodney,McLeod,S,6.41
Carlos,Dunlap,DE,6.41
Avery,Williamson,LB,6.41
Eric,Ebron,TE,6.4
Orlando,Scandrick,CB,6.38
James,White,RB,6.36
Denzel,Perryman,LB,6.33
Ronald,Darby,CB,6.32
Sterling,Moore,CB,6.31
Keenan,Allen,WR,6.3
Matt,Asiata,RB,6.28
Calais,Campbell,DT,6.28
Charles,Sims,RB,6.27
Leodis,McKelvin,CB,6.27
Darius,Slay,CB,6.27
Hunter,Henry,TE,6.25
Byron,Jones,S,6.25
Nick,Perry,LB,6.25
E.J.,Gaines,CB,6.23
A.J.,Bouye,CB,6.2
Damarious,Randall,CB,6.2
Steven,Nelson,CB,6.2
Jonathan,Casillas,LB,6.19
Melvin,Ingram,LB,6.19
Derrick,Henry,RB,6.18
Tavon,Wilson,S,6.17
D'Qwell,Jackson,LB,6.17
Daryl,Worley,CB,6.16
Chris,Thompson,RB,6.16
Malcolm,Jenkins,S,6.16
Dan,Carpenter,K,6.13
Dannell,Ellerbe,LB,6.11
Eddie,Royal,WR,6.1
Travis,Benjamin,WR,6.1
Markus,Golden,LB,6.09
Danielle,Hunter,DE,6.09
James,Bradberry,CB,6.08
Jacoby,Glenn,CB,6.07
Nick,Bellore,LB,6.07
Ladarius,Green,TE,6.07
Chris,Hogan,WR,6.06
Kenneth,Dixon,RB,6.03
Reggie,Nelson,S,6.03
Corey,Coleman,WR,6.03
Connor,Cook,QB,6
Shawn,Williams,S,6
Cody,Parkey,K,6
ernon,Hargreaes ,CB,6
Eli,Rogers,WR,6
Sean,Weatherspoon,LB,6
Mohamed,Sanu,WR,5.99
Allen,Hurns,WR,5.97
Tavon,Austin,WR,5.92
Jordan,Poyer,CB,5.92
Phillip,Gaines,CB,5.91
Chandler,Jones,LB,5.91
Blair,Walsh,K,5.89
Aqib,Talib,CB,5.88
Tom,Savage,QB,5.88
Phil,Dawson,K,5.88
Gerald,Hodges ,LB,5.87
T.J.,Yeldon,RB,5.85
Korey,Toomer,LB,5.85
Corey,Graham,S,5.84
Jimmy,Garoppolo,QB,5.83
Bruce,Irvin,LB,5.81
Will,Fuller ,WR,5.8
Joey,Bosa,DE,5.79
Julius,Thomas,TE,5.79
Chris,Conte,S,5.79
Artie,Burns,CB,5.78
Jamar,Taylor,CB,5.77
Mike,Adams,S,5.77
Randy,Gregory,DE,5.75
Roberto,Aguayo,K,5.75
Demario,Davis,LB,5.75
Vance,McDonald,TE,5.74
Bud,Dupree,LB,5.71
Duke,Johnson ,RB,5.7
Cre'von,LeBlanc,CB,5.69
Todd,Davis,LB,5.69
Devin,McCourty,S,5.69
D.J.,Swearinger,S,5.69
Chris,Harris ,CB,5.69
Leonard,Floyd,LB,5.67
Dwight,Lowery,S,5.66
Joe,Haden,CB,5.65
Dwayne,Allen,TE,5.61
Desmond,Trufant,CB,5.61
Stephon,Gilmore,CB,5.6
Ron,Parker,S,5.59
De'Vondre,Campbell,LB,5.59
Tyvon,Branch,S,5.58
Karl,Joseph,S,5.58
David,Harris,LB,5.57
Kendall,Wright,WR,5.55
Tyler,Lockett,WR,5.54
Aaron,Williams,S,5.5
Koa,Misi,LB,5.5
Tony,Lippett,CB,5.5
Tramaine,Brock,CB,5.5
Donte,Whitner,S,5.5
Marcell,Dareus,DT,5.5
Trumaine,Johnson,CB,5.5
Robert,Turbin,RB,5.49
Vonn,Bell,S,5.47
Ricardo,Allen,S,5.47
Isa,Abdul-Quddus,S,5.47
Jeremy,Maclin,WR,5.46
Coby,Fleener,TE,5.46
Shane,Vereen,RB,5.44
Mike,Mitchell,S,5.44
Morris,Claiborne,CB,5.43
Briean,Boddy-Calhoun,CB,5.43
Daniel,Sorensen,S,5.41
Jalen,Richard,RB,5.41
Cameron,Jordan,DE,5.41
Jack,Doyle,TE,5.4
Robbie,Gould,K,5.4
Dion,Lewis,RB,5.39
Bryce,Petty,QB,5.38
Everson,Griffen,DE,5.38
Richard,Sherman,CB,5.38
Greg,Zuerlein,K,5.38
Andrew,Franks,K,5.38
John,Simon,LB,5.36
Zach,Zenner,RB,5.36
Darian,Stewart,S,5.34
C.J.,Fiedorowicz,TE,5.33
Jake,Ryan,LB,5.32
Cliff,Avril,DE,5.31
Connor,Barth,K,5.31
Lamarcus,Joyner,CB,5.29
Brian,Orakpo,LB,5.28
Kevin,Minter,LB,5.28
Charles,Clay,TE,5.28
Blake,Martinez,LB,5.27
Michael,Floyd,WR,5.25
Jason,Verrett,CB,5.25
Kareem,Jackson,CB,5.25
Antonio,Cromartie,CB,5.25
Harlan,Miller,CB,5.25
Robert,Woods,WR,5.22
George,Iloka,S,5.22
Ndamukong,Suh,DT,5.22
Olivier,Vernon,DE,5.22
Jason,Witten,TE,5.21
Adam,Humphries,WR,5.2
DeForest,Buckner,DT,5.2
Damon,Harrison,NT,5.19
Dennis,Pitta,TE,5.18
Jeremy,Kerley,WR,5.17
Tony,Romo,QB,5.16
Ross,Cockrell,CB,5.16
Cameron,Heyward,DE,5.14
Shaq,Thompson,LB,5.14
Cameron,Wake,DE,5.13
Lardarius,Webb,S,5.13
Ladarius,Gunter,CB,5.13
Tyrann,Mathieu,S,5.1
Harold,Jones-Quartey,S,5.09
Aaron,Donald,DT,5.09
Terrance,Williams,WR,5.09
Jadeveon,Clowney,DE,5.07
Patrick,Robinson,CB,5.07
Rashaan,Melvin,CB,5.07
Linval,Joseph,DT,5.06
Jairus,Byrd,S,5.06
Demarcus,Ayers,WR,5.05
Micah,Hyde,S,5.03
Glover,Quin,S,5.03
Vincent,Rey,LB,5.03
Darron,Lee,LB,5
Bene,Benwikere,CB,5
P.J.,Williams,CB,5
DeAngelo,Hall,S,5
Shaun,Draughn,RB,4.99
Shane,Ray,LB,4.97
Keenan,Robinson,LB,4.97
Patrick,Chung,S,4.97
Trae,Waynes,CB,4.97
Akiem,Hicks,DE,4.94
Sean,Davis,S,4.94
Leonard,Williams,DE,4.94
Ahmad,Brooks,LB,4.94
Derek,Wolfe,DE,4.93
Erik,Walden,LB,4.91
Kevin,White,WR,4.9
Adam,Jones,CB,4.88
Jacob,Tamme,TE,4.88
Brandon,Carr,CB,4.88
DeAndre,Washington,RB,4.87
Terrell,Suggs,LB,4.83
Shareece,Wright,CB,4.83
Andrew,Sendejo,S,4.82
Johnathan,Joseph,CB,4.81
Dont'a,Hightower,LB,4.81
James,Harrison,LB,4.8
Whitney,Mercilus,LB,4.8
Frank,Clark,DE,4.8
Bradley,Roby,CB,4.78
Keith,Tandy,S,4.78
T.J.,McDonald,S,4.78
Nolan,Carroll,CB,4.75
Tre,Boston,S,4.73
Gary,Barnidge,TE,4.7
Damien,Williams,RB,4.69
Trent,Murphy,LB,4.69
Brandon,Marshall,LB,4.68
Manti,Te'o,LB,4.67
Eric,Rowe,CB,4.67
Darius,Butler,CB,4.67
Brandon,Graham,DE,4.66
Marcus,Gilchrist,S,4.65
Brian,Quick,WR,4.65
Eli,Apple,CB,4.64
Perry,Riley ,LB,4.64
Dre,Kirkpatrick,CB,4.63
Brian,Poole,CB,4.63
Justin,Forsett,RB,4.62
Seth,Roberts,WR,4.61
Adrian,Amos,S,4.6
Joe,Thomas,LB,4.59
Tracy,Porter,CB,4.59
Malcolm,Mitchell,WR,4.58
Dee,Ford,LB,4.57
William,Gay,CB,4.56
Robby,Anderson,WR,4.56
Bacarri,Rambo,S,4.56
Quinten,Rollins,CB,4.54
Kyle,Williams,DT,4.53
Muhammad,Wilkerson,DE,4.53
Kawann,Short,DT,4.53
Ryan,Kerrigan,LB,4.53
Jeremy,Langford,RB,4.52
Justin,March,LB,4.5
DJ,Hayden,CB,4.5
Gerald,McCoy,DT,4.47
Josh,Bynes,LB,4.44
Calvin,Pryor,S,4.43
James,Starks,RB,4.43
Paul,Perkins,RB,4.41
Charcandrick,West,RB,4.41
Anthony,Barr,LB,4.41
Vernon,Davis,TE,4.39
Phillip,Dorsett,WR,4.39
J.J.,Wilcox,S,4.38
Tyler,Boyd,WR,4.38
Jalen,Mills,CB,4.38
Markus,Wheaton,WR,4.37
Maurice,Alexander,S,4.36
Buster,Skrine,CB,4.36
Jerry,Hughes,LB,4.34
Jared,Crick,DE,4.34
Mario,Addison,DE,4.32
John,Brown,WR,4.31
Sean,Smith,CB,4.3
Mike,Jordan,CB,4.3
Terrance,Mitchell,CB,4.29
Nevin,Lawson,CB,4.28
Nickell,Robey-Coleman,CB,4.28
Breshad,Perriman,WR,4.26
Prince,Amukamara,CB,4.25
Patrick,Peterson,CB,4.25
Kevin,Johnson,CB,4.25
Landry,Jones,QB,4.24
Cordarrelle,Patterson,WR,4.23
Tavon,Young,CB,4.22
Devin,Funchess,WR,4.21
Marcus,Williams,CB,4.19
Vontae,Davis,CB,4.18
Victor,Cruz,WR,4.17
Jared,Cook,TE,4.17
Teddy,Williams,CB,4.17
Jurrell,Casey,DT,4.17
Kevin,Hogan,QB,4.17
Anthony,Brown,CB,4.13
Robert,Ayers ,DE,4.13
Brian,Cushing,LB,4.12
Stephon,Tuitt,DE,4.11
Sheldon,Richardson,DE,4.1
DeAndre,Levy,LB,4.1
Andre,Hal,S,4.1
Eddie,Goldman,NT,4.08
Marquise,Goodwin,WR,4.07
Darrelle,Revis,CB,4.07
Sammie,Coates,WR,4.06
Wesley,Woodyard,LB,4.06
Anthony,Hitchens,LB,4.06
Sean,Spence,LB,4.03
Ken,Crawley,CB,4.03
Yannick,Ngakoue,DE,4.03
Tajae,Sharpe,WR,4.02
Michael,Bennett,DE,4
Su'a,Cravens,S,4
Trovon,Reed,CB,4
Jordan,Cameron,TE,4
Geno,Smith,QB,3.97
Emmanuel,Ogbah,LB,3.94
Kyle,an Noy,LB,3.93
William,Gholston,DE,3.93
Derrick,Kindred,S,3.92
Matt,Cassel,QB,3.92
Andre,Branch,DE,3.91
Chris,Johnson,RB,3.88
Rex,Burkhead,RB,3.87
Duke,Ihenacho,S,3.87
Danny,Amendola,WR,3.86
Ed,Reynolds,S,3.85
Fletcher,Cox,DT,3.84
Clay,Matthews,LB,3.83
Derrick,Morgan,LB,3.83
Robert,Mathis,LB,3.82
Jarvis,Jones,LB,3.82
Jamaal,Charles,RB,3.8
Darryl,Morris,CB,3.79
Rafael,Bush,S,3.78
Corey,Nelson,LB,3.78
Quandre,Diggs,CB,3.75
Tramon,Williams,CB,3.75
Lance,Kendricks,TE,3.74
Daimion,Stafford,S,3.73
Jerraud,Powers,CB,3.73
Torrey,Smith,WR,3.73
Nate,Stupar,LB,3.72
Brice,McCain,CB,3.72
William,Hayes,DE,3.71
Captain,Munnerlyn,CB,3.7
Bobby,McCain,CB,3.69
Willie,Young,LB,3.69
Bryce,Callahan,CB,3.68
Da'Norris,Searcy,S,3.68
Chris,Baker,DE,3.66
Andrew,Adams,S,3.64
Terence,Newman,CB,3.63
Malik,Jackson,DT,3.63
Rob,Ninkovich,LB,3.63
Sheldon,Rankins,DT,3.61
B.W.,Webb,CB,3.61
Blake,Countess,CB,3.6
Travaris,Cadet,RB,3.6
Clive,Walford,TE,3.59
Wendell,Smallwood,RB,3.59
Steve,Williams,CB,3.58
Delvin,Breaux,CB,3.58
Alfred,Blue,RB,3.57
Edwin,Jackson,LB,3.56
Jermaine,Kearse,WR,3.56
Trey,Flowers,DE,3.56
Dion,Sims,TE,3.54
Darrius,Heyward-Bey,WR,3.54
Adrian,Clayborn,DE,3.54
Brian,Robison,DE,3.53
Kevin,Byard,S,3.53
Jaron,Brown,WR,3.53
Jude,Adjei-Barimah,CB,3.5
Mike,Glennon,QB,3.5
Jimmy,Smith,CB,3.5
Devon,Kennard,LB,3.5
James,Ihedigbo,S,3.5
Nick,Fairley,DT,3.47
Kony,Ealy,DE,3.47
Kerry,Hyder,DE,3.47
Preston,Smith,LB,3.47
Darren,McFadden,RB,3.47
Antone,Smith,RB,3.47
Charles,Johnson,DE,3.46
Vincent,Jackson,WR,3.46
Nelson,Agholor,WR,3.46
Robert,Quinn,DE,3.44
Michael,Johnson,DE,3.44
Jaquiski,Tartt,S,3.43
Clinton,McDonald,DT,3.42
Leon,Hall,CB,3.42
Dorial,Green-Beckham,WR,3.41
Steve,McLendon,DT,3.41
Shaun,Hill,QB,3.39
Ryan,Griffin,TE,3.39
Alan,Branch,DT,3.38
Garrett,Celek,TE,3.38
Cam,Johnson,LB,3.38
Spencer,Paysinger,LB,3.37
Nick,Kwiatkoski,LB,3.36
Russell,Shepard,WR,3.36
Bryan,Walters,WR,3.35
Julius,Peppers,LB,3.34
Geno,Atkins,DT,3.34
Arian,Foster,RB,3.33
Jason,Jones,DE,3.32
Chris,Conley,WR,3.31
Kemal,Ishmael,S,3.31
Armonty,Bryant,DE,3.3
Jabaal,Sheard,DE,3.3
Justin,Hunter,WR,3.3
Josh,Doctson,WR,3.3
Troy,Hill,CB,3.29
Justin,Bethel,CB,3.28
Pernell,McPhee,LB,3.28
Darian,Thompson,S,3.25
Jordan,Jenkins,LB,3.25
Rashard,Robinson,CB,3.25
Terron,Ward,RB,3.24
Jesse,James,TE,3.24
David,Irving,DE,3.23
Justin,Simmons,S,3.23
Craig,Mager,CB,3.23
Dwayne,Washington,RB,3.23
Stacy,McGee,DT,3.22
Austin,Hooper,TE,3.22
Geronimo,Allison,WR,3.22
Cobi,Hamilton,WR,3.22
Jermaine,Gresham,TE,3.19
Kyle,Emanuel,LB,3.19
Neville,Hewitt,LB,3.19
Johnathan,Hankins,DT,3.19
Albert,Wilson,WR,3.18
Brandon,Williams,DT,3.16
Michael,Wilhoite,LB,3.16
Benson,Mayowa,DE,3.15
Paul,Turner,WR,3.15
Andrew,Hawkins,WR,3.15
Caraun,Reid,DT,3.14
Elvis,Dumervil,LB,3.13
Trevor,Williams,CB,3.13
Danny,Shelton,NT,3.13
Leonard,Johnson,CB,3.1
Erin,Henderson,LB,3.1
TJ,Jones,WR,3.1
David,Parry,DT,3.09
Chris,Long,DE,3.09
Dante,Fowler ,DE,3.09
Jared,Odrick,DT,3.08
Kendall,Fuller,CB,3.08
Trent,Cole,LB,3.07
Malcom,Brown,DT,3.06
Connor,Barwin,DE,3.06
D.J.,Tialavea,TE,3.05
Bennie,Logan,DT,3.04
Justin,Durant,LB,3.04
Tyson,Alualu,DE,3.04
Noah,Spence,DE,3.03
Ben,Heeney,LB,3
Sam,Shields,CB,3
Nat,Berhe,S,3
Patrick,Murray,K,3
J.J.,Watt,DE,3
Dominique,Easley,DT,3
Josh,Shaw,CB,3
James,Laurinaitis,LB,3
Scott,Tolzien,QB,2.98
Will,Blackmon,S,2.97
Nick,Williams,WR,2.95
Fozzy,Whittaker,RB,2.94
C.J.,Uzomah,TE,2.94
Jaye,Howard,DT,2.94
Quinton,Dunbar,CB,2.94
Terrell,McClain,DT,2.93
Quinton,Patton,WR,2.91
Derek,Anderson,QB,2.9
Corey,Grant,RB,2.9
Dontari,Poe,DT,2.89
Elandon,Roberts,LB,2.88
Brandon,Coleman,WR,2.88
Rontez,Miles,S,2.88
De'Vante,Bausby,CB,2.88
A'Shawn,Robinson,DT,2.88
Ahtyba,Rubin,DT,2.88
Timmy,Jernigan,DT,2.84
Jeremy,Lane,CB,2.84
Will,Tye,TE,2.84
Jamize,Olawale,RB,2.84
Valentino,Blake,CB,2.83
Kerwynn,Williams,RB,2.83
Arik,Armstead,DT,2.81
Arthur,Jones,DT,2.81
Jamie,Meder,DT,2.81
Ronnie,Hillman,RB,2.8
C.J.,Spiller,RB,2.8
Albert,McClellan,LB,2.78
Tashaun,Gipson,S,2.78
Trey,Burton,TE,2.78
Aldrick,Robinson,WR,2.77
Justin,Hardy,WR,2.77
T.J.,Green,S,2.77
Adrian,Phillips,S,2.75
Michael,Thomas,S,2.75
DuJuan,Harris,RB,2.73
Frank,Zombo,LB,2.72
Grady,Jarrett,DT,2.72
Brandon,Mebane,NT,2.7
Javon,Hargrave,DT,2.7
Devin,Taylor,DE,2.69
Mike,Daniels,DT,2.69
Alfred,Morris,RB,2.67
Jelani,Jenkins,LB,2.67
Darryl,Roberts,CB,2.67
Vince,Williams,LB,2.63
Eli,Harold,LB,2.63
Ezekiel,Ansah,DE,2.62
Rashad,Johnson,S,2.61
Shea,McClellin,LB,2.61
Ibraheim,Campbell,S,2.61
DeMarcus,Ware,LB,2.6
Connor,Hamlett,TE,2.57
Corey,White,CB,2.57
Kelvin,Sheppard,LB,2.56
Ethan,Westbrooks,DT,2.56
Andre,Johnson,WR,2.56
Trevin,Wade,CB,2.56
Joshua,Bellamy,WR,2.56
John,Kuhn,RB,2.54
Matt,Judon,LB,2.54
Tyrone,Crawford,DT,2.54
Kenyan,Drake,RB,2.53
Keith,Reaser,CB,2.5
Cody,Core,WR,2.5
Antwaun,Woods,NT,2.5
Brennen,Beyer,LB,2.5
Nate,Allen,S,2.5
Wendall,Williams,WR,2.5
Will,Davis,CB,2.5
Shaquil,Barrett,LB,2.5
Denzel,Rice,CB,2.5
Leger,Douzable,DE,2.5
Brice,Butler,WR,2.49
Josh,Huff,WR,2.48
Virgil,Green,TE,2.48
Tamba,Hali,LB,2.47
Denico,Autry,DE,2.47
Byron,Marshall,RB,2.47
Kenneth,Acker,CB,2.44
Richard,Rodgers,TE,2.44
Darqueze,Dennard,CB,2.43
Orleans,Darkwa,RB,2.43
Quinton,Dial,DT,2.43
Aaron,Lynch,LB,2.43
Kamar,Aiken,WR,2.43
Jalin,Marshall,WR,2.42
Chad,Greenway,LB,2.41
Levine,Toilolo,TE,2.4
Michael,Campanaro,WR,2.4
Austin,Seferian-Jenkins,TE,2.38
DaQuan,Jones,DE,2.38
Corey,Liuget,DT,2.38
Maliek,Collins,DT,2.38
Cory,James,LB,2.38
Lorenzo,Mauldin,LB,2.36
Carl,Nassib,DE,2.36
Paul,Richardson,WR,2.35
Aaron,Ripkowski,RB,2.35
Tony,McDaniel,DT,2.34
C.J.,Wilson,DT,2.33
Demetri,Goodson,CB,2.33
Anthony,Chickillo,LB,2.33
Ron,Brooks,CB,2.33
Marcel,Reece,RB,2.33
Josh,Hill,TE,2.32
Ziggy,Hood,DE,2.31
Star,Lotulelei,DT,2.31
Daniel,Brown,TE,2.3
Aaron,Colvin,CB,2.3
Kyle,Juszczyk,RB,2.3
Jonathan,Grimes,RB,2.29
Marcedes,Lewis,TE,2.29
Chris,Jones,DT,2.28
Daryl,Smith,LB,2.28
Wallace,Gilberry,DE,2.28
Jarran,Reed,DT,2.27
Luke,Willson,TE,2.26
Alex,Collins,RB,2.26
Richard,Ash,DT,2.25
Antonio,Morrison,LB,2.25
Freddie,Bishop ,LB,2.25
Kenjon,Barner,RB,2.24
A.J.,Klein,LB,2.23
Erik,Swoope,TE,2.23
Michael,Griffin,S,2.23
